#jdstart-2463963   jdend-2463963    elevation      azimuth  flag        throw
       37.041667       37.083333      50.0000      269.893     0      90.0000
       37.083333       37.125000      50.0000      262.971     0      90.0000
       37.125000       37.166667      50.0000      250.746     0      90.0000
       37.166667       37.208333      50.0000      245.000     0      90.0000
       37.208333       37.250000      50.0000      125.520     0      90.0000
       37.250000       37.291667      50.0000      103.045     0      90.0000
       37.291667       37.333333      50.0000      93.9350     0      90.0000
       37.333333       37.375000      50.0000      87.8625     0      90.0000
       37.375000       37.416667      55.3333      55.0000     1      40.0000
       37.416667       37.458333      62.0000      80.0000     1      40.0000
       37.458333       37.500000      56.3268      221.817     1      40.0000
       37.500000       37.541667      50.0000      228.252     1      40.0000
       37.541667       37.583333      50.0000      230.301     1      40.0000
       37.583333       37.625000      50.0000      226.000     1      40.0000
       37.625000       37.666667      50.0000      237.000     1      40.0000
       37.666667       37.708333      50.0000      18.0000     1      40.0000
       37.708333       37.750000      50.0000      359.000     1      40.0000
       37.750000       37.791667      50.3333      332.000     1      40.0000
       37.791667       37.833333      70.0000      191.000     1      40.0000
       37.833333       37.875000      70.0000      183.000     1      40.0000
       37.875000       37.916667      50.0000      5.00000     1      40.0000
       37.916667       37.958333      50.0000      345.000     1      40.0000
       37.958333       38.000000      50.0000      325.000     1      40.0000
       38.000000       38.041667      50.0000      274.990     0      90.0000
       38.041667       38.083333      50.0000      269.489     0      90.0000
       38.083333       38.125000      50.0000      262.437     0      90.0000
       38.125000       38.166667      50.0000      249.930     0      90.0000
       38.166667       38.208333      50.0000      245.000     0      90.0000
       38.208333       38.250000      50.0000      126.654     0      90.0000
       38.250000       38.291667      50.0000      103.735     0      90.0000
       38.291667       38.333333      50.0000      94.4160     0      90.0000
       38.333333       38.375000      50.0000      88.2436     0      90.0000
       38.375000       38.416667      56.0000      55.0000     1      40.0000
       38.416667       38.458333      61.6667      81.0000     1      40.0000
       38.458333       38.500000      55.7182      222.431     1      40.0000
       38.500000       38.541667      50.0000      228.494     1      40.0000
       38.541667       38.583333      50.0000      230.331     1      40.0000
       38.583333       38.625000      50.0000      229.000     1      40.0000
       38.625000       38.666667      50.0000      61.6321     1      40.0000
       38.666667       38.708333      54.3333      47.4568     1      40.0000
       38.708333       38.750000      58.3333      25.1790     1      40.0000
       38.750000       38.791667      59.0000      354.465     1      40.0000
       38.791667       38.833333      52.6667      326.006     1      40.0000
       38.833333       38.875000      54.6667      214.000     1      40.0000
       38.875000       38.916667      50.0000      18.0000     1      40.0000
       38.916667       38.958333      50.0000      354.000     1      40.0000
       38.958333       39.000000      50.0000      336.000     1      40.0000
       39.000000       39.041667      50.0000      274.648     0      90.0000
       39.041667       39.083333      50.0000      269.079     0      90.0000
       39.083333       39.125000      50.0000      261.897     0      90.0000
       39.125000       39.166667      50.0000      249.111     0      90.0000
       39.166667       39.208333      50.0000      245.000     0      90.0000
       39.208333       39.250000      50.0000      127.760     0      90.0000
       39.250000       39.291667      50.0000      104.427     0      90.0000
       39.291667       39.333333      50.0000      94.9000     0      90.0000
       39.333333       39.375000      50.0000      88.6276     0      90.0000
       39.375000       39.416667      56.0000      55.0000     1      40.0000
       39.416667       39.458333      62.0000      81.0000     1      40.0000
       39.458333       39.500000      55.1025      223.013     1      40.0000
       39.500000       39.541667      50.0000      228.719     1      40.0000
       39.541667       39.583333      50.0000      230.350     1      40.0000
       39.583333       39.625000      50.0000      227.000     1      40.0000
       39.625000       39.666667      50.0000      60.8756     1      40.0000
       39.666667       39.708333      52.0434      46.2866     1      40.0000
       39.708333       39.750000      60.0617      23.3692     1      40.0000
       39.750000       39.791667      62.0137      352.380     1      40.0000
       39.791667       39.833333      56.8073      324.471     1      40.0000
       39.833333       39.875000      50.0000      305.964     1      40.0000
       39.875000       39.916667      50.0000      210.000     1      40.0000
       39.916667       39.958333      50.0000      2.00000     1      40.0000
       39.958333       40.000000      50.0000      279.520     0      90.0000
       40.000000       40.041667      50.0000      274.301     0      90.0000
       40.041667       40.083333      50.0000      268.664     0      90.0000
       40.083333       40.125000      50.0000      261.351     0      90.0000
       40.125000       40.166667      50.0000      248.289     0      90.0000
       40.166667       40.208333      50.0000      245.000     0      90.0000
       40.208333       40.250000      50.0000      128.837     0      90.0000
       40.250000       40.291667      50.0000      105.118     0      90.0000
       40.291667       40.333333      50.0000      95.3866     0      90.0000
       40.333333       40.375000      50.0000      89.0144     0      90.0000
       40.375000       40.416667      56.0000      55.0000     1      40.0000
       40.416667       40.458333      69.0000      55.0000     1      40.0000
       40.458333       40.500000      54.4803      223.565     1      40.0000
       40.500000       40.541667      50.0000      228.927     1      40.0000
       40.541667       40.583333      50.0000      230.358     1      40.0000
       40.583333       40.625000      50.0000      230.000     1      40.0000
       40.625000       40.666667      50.0000      60.0993     1      40.0000
       40.666667       40.708333      52.6926      45.0801     1      40.0000
       40.708333       40.750000      60.4081      21.5184     1      40.0000
       40.750000       40.791667      61.8771      350.313     1      40.0000
       40.791667       40.833333      56.2705      322.980     1      40.0000
       40.833333       40.875000      50.0000      305.023     1      40.0000
       40.875000       40.916667      50.0000      304.000     1      40.0000
       40.916667       40.958333      50.0000      284.680     0      90.0000
       40.958333       41.000000      50.0000      279.205     0      90.0000
       41.000000       41.041667      50.0000      273.950     0      90.0000
       41.041667       41.083333      50.0000      268.244     0      90.0000
       41.083333       41.125000      50.0000      260.799     0      90.0000
       41.125000       41.166667      50.0000      247.465     0      90.0000
       41.166667       41.208333      50.0000      245.000     0      90.0000
       41.208333       41.250000      50.0000      129.885     0      90.0000
       41.250000       41.291667      50.0000      105.809     0      90.0000
       41.291667       41.333333      50.0000      95.8755     0      90.0000
       41.333333       41.375000      50.0000      89.4037     0      90.0000
       41.375000       41.416667      56.0000      55.0000     1      40.0000
       41.416667       41.458333      69.6667      55.0000     1      40.0000
       41.458333       41.500000      53.8519      224.087     1      40.0000
       41.500000       41.541667      50.0000      229.118     1      40.0000
       41.541667       41.583333      50.0000      230.357     1      40.0000
       41.583333       41.625000      50.0000      231.000     1      40.0000
       41.625000       41.666667      50.0000      59.3022     1      40.0000
       41.666667       41.708333      53.3281      43.8360     1      40.0000
       41.708333       41.750000      60.7270      19.6284     1      40.0000
       41.750000       41.791667      61.7085      348.266     1      40.0000
       41.791667       41.833333      55.7151      321.532     1      40.0000
       41.833333       41.875000      50.0000      304.108     1      40.0000
       41.875000       41.916667      50.0000      292.772     1      40.0000
       41.916667       41.958333      50.0000      304.000     1      40.0000
       41.958333       42.000000      50.0000      278.885     0      90.0000
       42.000000       42.041667      50.0000      273.593     0      90.0000
       42.041667       42.083333      50.0000      267.820     0      90.0000
       42.083333       42.125000      50.0000      260.243     0      90.0000
       42.125000       42.166667      50.0000      246.640     0      90.0000
       42.166667       42.208333      50.0000      204.965     0      90.0000
       42.208333       42.250000      50.0000      130.901     0      90.0000
       42.250000       42.291667      50.0000      106.498     0      90.0000
       42.291667       42.333333      50.0000      96.3664     0      90.0000
       42.333333       42.375000      50.0000      89.7955     0      90.0000
       42.375000       42.416667      55.6667      55.0000     1      40.0000
       42.416667       42.458333      69.6667      55.0000     1      40.0000
       42.458333       42.500000      53.2178      224.581     1      40.0000
       42.500000       42.541667      50.0000      229.294     1      40.0000
       42.541667       42.583333      50.0000      219.000     1      40.0000
       42.583333       42.625000      50.0000      231.000     1      40.0000
       42.625000       42.666667      50.0000      58.4835     1      40.0000
       42.666667       42.708333      53.9491      42.5531     1      40.0000
       42.708333       42.750000      61.0174      17.7012     1      40.0000
       42.750000       42.791667      61.5084      346.244     1      40.0000
       42.791667       42.833333      55.1420      320.126     1      40.0000
       42.833333       42.875000      50.0000      303.218     1      40.0000
       42.875000       42.916667      50.0000      283.000     1      40.0000
       42.916667       42.958333      50.0000      274.000     1      40.0000
       42.958333       43.000000      50.0000      326.000     1      40.0000
       43.000000       43.041667      50.0000      273.232     0      90.0000
       43.041667       43.083333      50.0000      267.390     0      90.0000
       43.083333       43.125000      50.0000      259.682     0      90.0000
       43.125000       43.166667      50.0000      245.813     0      90.0000
       43.166667       43.208333      50.0000      204.210     0      90.0000
       43.208333       43.250000      50.0000      131.887     0      90.0000
       43.250000       43.291667      50.0000      107.186     0      90.0000
       43.291667       43.333333      50.0000      96.8588     0      90.0000
       43.333333       43.375000      50.0000      90.1893     0      90.0000
       43.375000       43.416667      56.0000      55.0000     1      40.0000
       43.416667       43.458333      70.0000      55.0000     1      40.0000
       43.458333       43.500000      52.5782      225.047     1      40.0000
       43.500000       43.541667      50.0000      229.454     1      40.0000
       43.541667       43.583333      50.0000      219.000     1      40.0000
       43.583333       43.625000      50.0000      233.000     1      40.0000
       43.625000       43.666667      50.0000      57.6423     1      40.0000
       43.666667       43.708333      54.5550      41.2304     1      40.0000
       43.708333       43.750000      61.2785      15.7395     1      40.0000
       43.750000       43.791667      61.2773      344.251     1      40.0000
       43.791667       43.833333      54.5521      318.763     1      40.0000
       43.833333       43.875000      50.0000      302.354     1      40.0000
       43.875000       43.916667      50.0000      282.000     1      40.0000
       43.916667       43.958333      50.0000      275.000     1      40.0000
       43.958333       44.000000      50.0000      281.000     1      40.0000
       44.000000       44.041667      50.0000      272.867     0      90.0000
       44.041667       44.083333      50.0000      266.956     0      90.0000
       44.083333       44.125000      50.0000      259.116     0      90.0000
       44.125000       44.166667      50.0000      244.986     0      90.0000
       44.166667       44.208333      50.0000      203.475     0      90.0000
       44.208333       44.250000      50.0000      132.841     0      90.0000
       44.250000       44.291667      50.0000      107.871     0      90.0000
       44.291667       44.333333      50.0000      97.3526     0      90.0000
       44.333333       44.375000      50.0000      90.5851     0      90.0000
       44.375000       44.416667      55.6667      55.0000     1      40.0000
       44.416667       44.458333      69.6667      55.0000     1      40.0000
       44.458333       44.500000      51.9336      225.488     1      40.0000
       44.500000       44.541667      50.0000      229.600     1      40.0000
       44.541667       44.583333      50.0000      219.000     1      40.0000
       44.583333       44.625000      50.0000      232.000     1      40.0000
       44.625000       44.666667      50.0000      56.7775     1      40.0000
       44.666667       44.708333      55.1449      39.8669     1      40.0000
       44.708333       44.750000      61.5095      13.7461     1      40.0000
       44.750000       44.791667      61.0162      342.289     1      40.0000
       44.791667       44.833333      53.9462      317.441     1      40.0000
       44.833333       44.875000      50.0000      301.512     1      40.0000
       44.875000       44.916667      50.0000      284.000     1      40.0000
       44.916667       44.958333      50.0000      275.000     1      40.0000
       44.958333       45.000000      50.0000      280.000     1      40.0000
       45.000000       45.041667      50.0000      272.498     0      90.0000
       45.041667       45.083333      50.0000      266.517     0      90.0000
       45.083333       45.125000      50.0000      258.546     0      90.0000
       45.125000       45.166667      50.0000      244.158     0      90.0000
       45.166667       45.208333      50.0000      202.760     0      90.0000
       45.208333       45.250000      50.0000      133.765     0      90.0000
       45.250000       45.291667      50.0000      108.553     0      90.0000
       45.291667       45.333333      50.0000      97.8474     0      90.0000
       45.333333       45.375000      50.0000      90.9826     0      90.0000
       45.375000       45.416667      56.0000      55.0000     1      40.0000
       45.416667       45.458333      70.0000      54.0000     1      40.0000
       45.458333       45.500000      51.2842      225.903     1      40.0000
       45.500000       45.541667      50.0000      229.732     1      40.0000
       45.541667       45.583333      50.0000      220.000     1      40.0000
       45.583333       45.625000      50.0000      67.2252     1      40.0000
       45.625000       45.666667      50.0000      55.8881     1      40.0000
       45.666667       45.708333      55.7179      38.4616     1      40.0000
       45.708333       45.750000      61.7096      11.7241     1      40.0000
       45.750000       45.791667      60.7257      340.362     1      40.0000
       45.791667       45.833333      53.3251      316.158     1      40.0000
       45.833333       45.875000      50.0000      300.694     1      40.0000
       45.875000       45.916667      50.0000      281.000     1      40.0000
       45.916667       45.958333      50.0000      274.000     1      40.0000
       45.958333       46.000000      50.0000      269.000     1      40.0000
       46.000000       46.041667      50.0000      272.124     0      90.0000
       46.041667       46.083333      50.0000      266.075     0      90.0000
       46.083333       46.125000      50.0000      257.971     0      90.0000
       46.125000       46.166667      50.0000      243.332     0      90.0000
       46.166667       46.208333      50.0000      202.065     0      90.0000
       46.208333       46.250000      50.0000      134.657     0      90.0000
       46.250000       46.291667      50.0000      109.230     0      90.0000
       46.291667       46.333333      50.0000      98.3427     0      90.0000
       46.333333       46.375000      50.0000      91.3817     0      90.0000
       46.375000       46.416667      56.0000      55.0000     1      40.0000
       46.416667       46.458333      70.0000      55.0000     1      40.0000
       46.458333       46.500000      50.6304      226.295     1      40.0000
       46.500000       46.541667      50.0000      229.850     1      40.0000
       46.541667       46.583333      50.0000      220.000     1      40.0000
       46.583333       46.625000      50.0000      66.6035     1      40.0000
       46.625000       46.666667      50.0000      54.9731     1      40.0000
       46.666667       46.708333      56.2733      37.0135     1      40.0000
       46.708333       46.750000      61.8781      9.67733     1      40.0000
       46.750000       46.791667      60.4067      338.472     1      40.0000
       46.791667       46.833333      52.6896      314.914     1      40.0000
       46.833333       46.875000      50.0000      299.897     1      40.0000
       46.875000       46.916667      50.0000      280.000     1      40.0000
       46.916667       46.958333      50.0000      274.000     1      40.0000
       46.958333       47.000000      50.0000      268.000     1      40.0000
       47.000000       47.041667      50.0000      271.747     0      90.0000
       47.041667       47.083333      50.0000      265.628     0      90.0000
       47.083333       47.125000      50.0000      257.393     0      90.0000
       47.125000       47.166667      50.0000      242.506     0      90.0000
       47.166667       47.208333      50.0000      201.387     0      90.0000
       47.208333       47.250000      50.0000      135.518     0      90.0000
       47.250000       47.291667      50.0000      109.904     0      90.0000
       47.291667       47.333333      50.0000      98.8383     0      90.0000
       47.333333       47.375000      50.0000      91.7820     0      90.0000
       47.375000       47.416667      55.6667      55.0000     1      40.0000
       47.416667       47.458333      63.3333      84.0000     1      40.0000
       47.458333       47.500000      50.0000      226.663     1      40.0000
       47.500000       47.541667      50.0000      229.955     1      40.0000
       47.541667       47.583333      50.0000      221.000     1      40.0000
       47.583333       47.625000      50.0000      65.9679     1      40.0000
       47.625000       47.666667      50.0000      54.0314     1      40.0000
       47.666667       47.708333      56.8100      35.5221     1      40.0000
       47.708333       47.750000      62.0145      7.60957     1      40.0000
       47.750000       47.791667      60.0602      336.622     1      40.0000
       47.791667       47.833333      52.0404      313.707     1      40.0000
       47.833333       47.875000      50.0000      299.120     1      40.0000
       47.875000       47.916667      50.0000      281.000     1      40.0000
       47.916667       47.958333      50.0000      276.000     1      40.0000
       47.958333       48.000000      50.0000      268.000     1      40.0000
       48.000000       48.041667      50.0000      271.366     0      90.0000
       48.041667       48.083333      50.0000      265.177     0      90.0000
       48.083333       48.125000      50.0000      256.811     0      90.0000
       48.125000       48.166667      50.0000      241.681     0      90.0000
       48.166667       48.208333      50.0000      200.728     0      90.0000
       48.208333       48.250000      50.0000      136.349     0      90.0000
       48.250000       48.291667      50.0000      110.572     0      90.0000
       48.291667       48.333333      50.0000      99.3340     0      90.0000
       48.333333       48.375000      50.0000      92.1835     0      90.0000
       48.375000       48.416667      56.0000      55.0000     1      40.0000
       48.416667       48.458333      70.0000      55.0000     1      40.0000
       48.458333       48.500000      50.0000      227.009     1      40.0000
       48.500000       48.541667      50.0000      230.047     1      40.0000
       48.541667       48.583333      50.0000      221.000     1      40.0000
       48.583333       48.625000      50.0000      65.3178     1      40.0000
       48.625000       48.666667      50.0000      53.0619     1      40.0000
       48.666667       48.708333      57.3273      33.9868     1      40.0000
       48.708333       48.750000      62.1183      5.52506     1      40.0000
       48.750000       48.791667      59.6870      334.812     1      40.0000
       48.791667       48.833333      51.3782      312.537     1      40.0000
       48.833333       48.875000      50.0000      298.364     1      40.0000
       48.875000       48.916667      50.0000      280.000     1      40.0000
       48.916667       48.958333      50.0000      275.000     1      40.0000
       48.958333       49.000000      50.0000      267.000     1      40.0000
       49.000000       49.041667      50.0000      270.981     0      90.0000
       49.041667       49.083333      50.0000      264.723     0      90.0000
       49.083333       49.125000      50.0000      256.226     0      90.0000
       49.125000       49.166667      50.0000      240.859     0      90.0000
       49.166667       49.208333      50.0000      200.085     0      90.0000
       49.208333       49.250000      50.0000      137.150     0      90.0000
       49.250000       49.291667      50.0000      111.235     0      90.0000
       49.291667       49.333333      50.0000      99.8293     0      90.0000
       49.333333       49.375000      50.0000      92.5859     0      90.0000
       49.375000       49.416667      55.6667      55.0000     1      40.0000
       49.416667       49.458333      64.3333      84.0000     1      40.0000
       49.458333       49.500000      50.0000      227.333     1      40.0000
       49.500000       49.541667      50.0000      230.126     1      40.0000
       49.541667       49.583333      51.0000      226.000     1      40.0000
       49.583333       49.625000      50.0000      64.6526     1      40.0000
       49.625000       49.666667      50.0000      52.0634     1      40.0000
       49.666667       49.708333      57.8241      32.4071     1      40.0000
       49.708333       49.750000      62.1891      3.42824     1      40.0000
       49.750000       49.791667      59.2882      333.045     1      40.0000
       49.791667       49.833333      50.7036      311.402     1      40.0000
       49.833333       49.875000      50.0000      297.626     1      40.0000
       49.875000       49.916667      50.0000      279.000     1      40.0000
       49.916667       49.958333      50.0000      275.000     1      40.0000
       49.958333       50.000000      50.0000      267.000     1      40.0000
       50.000000       50.041667      50.0000      270.593     0      90.0000
       50.041667       50.083333      50.0000      264.265     0      90.0000
       50.083333       50.125000      50.0000      255.638     0      90.0000
       50.125000       50.166667      50.0000      240.039     0      90.0000
       50.166667       50.208333      50.0000      199.459     0      90.0000
       50.208333       50.250000      50.0000      137.921     0      90.0000
       50.250000       50.291667      50.0000      111.892     0      90.0000
       50.291667       50.333333      50.0000      100.324     0      90.0000
       50.333333       50.375000      50.0000      92.9890     0      90.0000
       50.375000       50.416667      56.0000      55.0000     1      40.0000
       50.416667       50.458333      64.0000      84.0000     1      40.0000
       50.458333       50.500000      50.0000      227.637     1      40.0000
       50.500000       50.541667      50.0000      230.193     1      40.0000
       50.541667       50.583333      50.3333      226.000     1      40.0000
       50.583333       50.625000      50.0000      63.9717     1      40.0000
       50.625000       50.666667      50.0000      51.0349     1      40.0000
       50.666667       50.708333      58.2995      30.7828     1      40.0000
       50.708333       50.750000      62.2267      1.32371     1      40.0000
       50.750000       50.791667      58.8648      331.321     1      40.0000
       50.791667       50.833333      50.0174      310.302     1      40.0000
       50.833333       50.875000      50.0000      296.907     1      40.0000
       50.875000       50.916667      50.0000      278.000     1      40.0000
       50.916667       50.958333      50.0000      277.000     1      40.0000
       50.958333       51.000000      50.0000      266.000     1      40.0000
       51.000000       51.041667      50.0000      270.201     0      90.0000
       51.041667       51.083333      50.0000      263.803     0      90.0000
       51.083333       51.125000      50.0000      255.047     0      90.0000
       51.125000       51.166667      50.0000      239.222     0      90.0000
       51.166667       51.208333      50.0000      198.849     0      90.0000
       51.208333       51.250000      50.0000      138.664     0      90.0000
       51.250000       51.291667      50.0000      112.542     0      90.0000
       51.291667       51.333333      50.0000      100.818     0      90.0000
       51.333333       51.375000      50.0000      93.3926     0      90.0000
       51.375000       51.416667      56.0000      55.0000     1      40.0000
       51.416667       51.458333      63.6667      86.0000     1      40.0000
       51.458333       51.500000      50.0000      227.922     1      40.0000
       51.500000       51.541667      50.0000      230.248     1      40.0000
       51.541667       51.583333      50.0000      226.000     1      40.0000
       51.583333       51.625000      50.0000      63.2742     1      40.0000
       51.625000       51.666667      50.0000      49.9751     1      40.0000
       51.666667       51.708333      58.7525      29.1141     1      40.0000
       51.708333       51.750000      62.2310      359.216     1      40.0000
       51.750000       51.791667      58.4177      329.640     1      40.0000
       51.791667       51.833333      50.0000      309.234     1      40.0000
       51.833333       51.875000      50.0000      296.205     1      40.0000
       51.875000       51.916667      50.0000      277.000     1      40.0000
       51.916667       51.958333      50.0000      276.000     1      40.0000
       51.958333       52.000000      50.0000      266.000     1      40.0000
       52.000000       52.041667      50.0000      269.806     0      90.0000
       52.041667       52.083333      50.0000      263.339     0      90.0000
       52.083333       52.125000      50.0000      254.454     0      90.0000
       52.125000       52.166667      50.0000      238.409     0      90.0000
       52.166667       52.208333      50.0000      198.254     0      90.0000
       52.208333       52.250000      50.0000      139.378     0      90.0000
       52.250000       52.291667      50.0000      113.186     0      90.0000
       52.291667       52.333333      50.0000      101.310     0      90.0000
       52.333333       52.375000      50.0000      93.7965     0      90.0000
       52.375000       52.416667      56.3333      55.0000     1      40.0000
       52.416667       52.458333      64.6667      85.0000     1      40.0000
       52.458333       52.500000      58.0000      228.187     1      40.0000
       52.500000       52.541667      50.0000      230.292     1      40.0000
       52.541667       52.583333      50.0000      227.000     1      40.0000
       52.583333       52.625000      50.0000      62.5595     1      40.0000
       52.625000       52.666667      50.5289      48.8828     1      40.0000
       52.666667       52.708333      59.1821      27.4013     1      40.0000
       52.708333       52.750000      62.2020      357.110     1      40.0000
       52.750000       52.791667      57.9480      328.005     1      40.0000
       52.791667       52.833333      50.0000      308.197     1      40.0000
       52.833333       52.875000      50.0000      295.520     1      40.0000
       52.875000       52.916667      50.0000      276.000     1      40.0000
       52.916667       52.958333      50.0000      274.000     1      40.0000
       52.958333       53.000000      50.0000      265.000     1      40.0000
       53.000000       53.041667      50.0000      269.408     0      90.0000
       53.041667       53.083333      50.0000      262.871     0      90.0000
       53.083333       53.125000      50.0000      253.859     0      90.0000
       53.125000       53.166667      50.0000      237.599     0      90.0000
       53.166667       53.208333      50.0000      197.674     0      90.0000
       53.208333       53.250000      50.0000      140.064     0      90.0000
       53.250000       53.291667      50.0000      113.823     0      90.0000
       53.291667       53.333333      50.0000      101.801     0      90.0000
       53.333333       53.375000      50.0000      94.2007     0      90.0000
       53.375000       53.416667      56.3333      55.0000     1      40.0000
       53.416667       53.458333      64.6667      86.0000     1      40.0000
       53.458333       53.500000      50.0000      228.434     1      40.0000
       53.500000       53.541667      52.3333      217.000     1      40.0000
       53.541667       53.583333      50.0000      226.000     1      40.0000
       53.583333       53.625000      50.0000      61.8268     1      40.0000
       53.625000       53.666667      51.2066      47.7568     1      40.0000
       53.666667       53.708333      59.5873      25.6449     1      40.0000
       53.708333       53.750000      62.1396      355.011     1      40.0000
       53.750000       53.791667      57.4566      326.414     1      40.0000
       53.791667       53.833333      50.0000      307.191     1      40.0000
       53.833333       53.875000      50.0000      294.851     1      40.0000
       53.875000       53.916667      50.0000      276.000     1      40.0000
       53.916667       53.958333      50.0000      273.000     1      40.0000
       53.958333       54.000000      50.0000      265.000     1      40.0000
       54.000000       54.041667      50.0000      269.007     0      90.0000
       54.041667       54.083333      50.0000      262.401     0      90.0000
       54.083333       54.125000      50.0000      253.261     0      90.0000
       54.125000       54.166667      50.0000      236.794     0      90.0000
       54.166667       54.208333      50.0000      197.109     0      90.0000
       54.208333       54.250000      50.0000      140.724     0      90.0000
       54.250000       54.291667      50.0000      114.452     0      90.0000
       54.291667       54.333333      50.0000      102.291     0      90.0000
       54.333333       54.375000      50.0000      94.6048     0      90.0000
       54.375000       54.416667      56.3333      55.0000     1      40.0000
       54.416667       54.458333      65.0000      86.0000     1      40.0000
       54.458333       54.500000      50.0000      228.663     1      40.0000
       54.500000       54.541667      53.0000      216.000     1      40.0000
       54.541667       54.583333      50.0000      224.000     1      40.0000
       54.583333       54.625000      50.0000      61.0754     1      40.0000
       54.625000       54.666667      51.8720      46.5959     1      40.0000
       54.666667       54.708333      59.9671      23.8459     1      40.0000
       54.708333       54.750000      62.0443      352.923     1      40.0000
       54.750000       54.791667      56.9445      324.867     1      40.0000
       54.791667       54.833333      50.0000      306.214     1      40.0000
       54.833333       54.875000      50.0000      294.197     1      40.0000
       54.875000       54.916667      50.0000      276.000     1      40.0000
       54.916667       54.958333      50.0000      252.000     1      40.0000
       54.958333       55.000000      50.0000      264.000     1      40.0000
       55.000000       55.041667      50.0000      268.603     0      90.0000
       55.041667       55.083333      50.0000      261.928     0      90.0000
       55.083333       55.125000      50.0000      252.662     0      90.0000
       55.125000       55.166667      50.0000      235.993     0      90.0000
       55.166667       55.208333      50.0000      196.557     0      90.0000
       55.208333       55.250000      50.0000      141.358     0      90.0000
       55.250000       55.291667      50.0000      115.073     0      90.0000
       55.291667       55.333333      50.0000      102.778     0      90.0000
       55.333333       55.375000      50.0000      95.0088     0      90.0000
       55.375000       55.416667      50.0000      88.8946     0      90.0000
       55.416667       55.458333      70.0000      51.0000     1      40.0000
       55.458333       55.500000      50.0000      228.875     1      40.0000
       55.500000       55.541667      51.3333      218.000     1      40.0000
       55.541667       55.583333      50.0000      219.000     1      40.0000
       55.583333       55.625000      50.0000      60.3043     1      40.0000
       55.625000       55.666667      52.5247      45.3990     1      40.0000
       55.666667       55.708333      60.3206      22.0056     1      40.0000
       55.708333       55.750000      61.9162      350.850     1      40.0000
       55.750000       55.791667      56.4127      323.364     1      40.0000
       55.791667       55.833333      50.0000      305.265     1      40.0000
       55.833333       55.875000      50.0000      293.558     1      40.0000
       55.875000       55.916667      50.0000      275.000     1      40.0000
       55.916667       55.958333      50.0000      251.000     1      40.0000
       55.958333       56.000000      50.0000      264.000     1      40.0000
       56.000000       56.041667      50.0000      268.197     0      90.0000
       56.041667       56.083333      50.0000      261.452     0      90.0000
       56.083333       56.125000      50.0000      252.061     0      90.0000
       56.125000       56.166667      50.0000      235.197     0      90.0000
       56.166667       56.208333      50.0000      196.020     0      90.0000
       56.208333       56.250000      50.0000      141.967     0      90.0000
       56.250000       56.291667      50.0000      115.686     0      90.0000
       56.291667       56.333333      50.0000      103.264     0      90.0000
       56.333333       56.375000      50.0000      95.4124     0      90.0000
       56.375000       56.416667      50.0000      89.2516     0      90.0000
       56.416667       56.458333      50.0000      83.6015     0      90.0000
       56.458333       56.500000      50.0000      229.071     1      40.0000
       56.500000       56.541667      50.0000      230.359     1      40.0000
       56.541667       56.583333      50.0000      221.000     1      40.0000
       56.583333       56.625000      50.0000      59.5127     1      40.0000
       56.625000       56.666667      53.1638      44.1647     1      40.0000
       56.666667       56.708333      60.6468      20.1255     1      40.0000
       56.708333       56.750000      61.7559      348.798     1      40.0000
       56.750000       56.791667      55.8620      321.905     1      40.0000
       56.791667       56.833333      50.0000      304.344     1      40.0000
       56.833333       56.875000      50.0000      292.933     1      40.0000
       56.875000       56.916667      50.0000      274.000     1      40.0000
       56.916667       56.958333      50.0000      251.000     1      40.0000
       56.958333       57.000000      50.0000      263.000     1      40.0000
       57.000000       57.041667      50.0000      267.788     0      90.0000
       57.041667       57.083333      50.0000      260.974     0      90.0000
       57.083333       57.125000      50.0000      251.459     0      90.0000
       57.125000       57.166667      50.0000      234.406     0      90.0000
       57.166667       57.208333      50.0000      195.495     0      90.0000
       57.208333       57.250000      50.0000      142.552     0      90.0000
       57.250000       57.291667      50.0000      116.290     0      90.0000
       57.291667       57.333333      50.0000      103.746     0      90.0000
       57.333333       57.375000      50.0000      95.8155     0      90.0000
       57.375000       57.416667      50.0000      89.6089     0      90.0000
       57.416667       57.458333      50.0000      83.9355     0      90.0000
       57.458333       57.500000      50.0000      229.251     1      40.0000
       57.500000       57.541667      50.0000      230.349     1      40.0000
       57.541667       57.583333      50.0000      224.000     1      40.0000
       57.583333       57.625000      50.0000      58.6997     1      40.0000
       57.625000       57.666667      53.7887      42.8921     1      40.0000
       57.666667       57.708333      60.9448      18.2078     1      40.0000
       57.708333       57.750000      61.5640      346.769     1      40.0000
       57.750000       57.791667      55.2935      320.489     1      40.0000
       57.791667       57.833333      50.0000      303.448     1      40.0000
       57.833333       57.875000      50.0000      292.321     1      40.0000
       57.875000       57.916667      50.0000      275.000     1      40.0000
       57.916667       57.958333      50.0000      250.000     1      40.0000
       57.958333       58.000000      50.0000      263.000     1      40.0000
       58.000000       58.041667      50.0000      267.376     0      90.0000
       58.041667       58.083333      50.0000      260.494     0      90.0000
       58.083333       58.125000      50.0000      250.856     0      90.0000
       58.125000       58.166667      50.0000      233.622     0      90.0000
       58.166667       58.208333      50.0000      194.983     0      90.0000
       58.208333       58.250000      50.0000      143.114     0      90.0000
       58.250000       58.291667      50.0000      116.887     0      90.0000
       58.291667       58.333333      50.0000      104.227     0      90.0000
